Tajikistan,75,22.7999992370605
Angola,71,23
Kyrgyzstan,73,25.2999992370605
Pakistan,72,25.7999992370605
Burma,72,27
Egypt,67,27.2000007629395
Nepal,67,28.1000003814697
India,60,28.7999992370605
Azerbaijan,70,29.7999992370605
Ukraine,68,29.8999996185303
